"chr" "start" "end" "value" "area" "cluster" "indexStart" "indexEnd" "L" "clusterL"
"646" "chr1" 248153618 248153618 0.0268387788849984 0.0268387788849984 9377 13878 13878 1 1
"402" "chr1" 153333350 153333350 0.0268333350706337 0.0268333350706337 6086 9115 9115 1 1
"333" "chr1" 115238213 115238213 0.0268235718500265 0.0268235718500265 5431 8118 8118 1 1
"722" "chrX" 17881680 17881680 0.0268184119196073 0.0268184119196073 9831 14992 14992 1 1
"1681" "chr1" 180201891 180201891 -0.02681315813156 0.02681315813156 7179 10753 10753 1 1
"85" "chr1" 4831200 4831200 0.0268102009648263 0.0268102009648263 915 1418 1418 1 1
"480" "chr1" 167489159 167489159 0.026782679257811 0.026782679257811 6860 10281 10281 1 3
"1244" "chr1" 1567257 1567257 -0.0267799256940381 0.0267799256940381 254 403 403 1 1
"451" "chr1" 159682497 159682497 0.0267774072418112 0.0267774072418112 6544 9802 9802 1 1
"1680" "chr1" 179713176 179713176 -0.0267626395507473 0.0267626395507473 7156 10721 10721 1 7
"1989" "chrX" 144903661 144903661 -0.0267564500824725 0.0267564500824725 12898 23646 23646 1 8
"1151" "chrX" 145110794 145110794 0.0267546484341232 0.0267546484341232 12911 23666 23666 1 1
"364" "chr1" 152483199 152483199 0.0267530560679804 0.0267530560679804 6032 9044 9044 1 2
"1301" "chr1" 11709018 11709018 -0.0267428344926615 0.0267428344926615 1516 2229 2229 1 1
"1372" "chr1" 28098848 28098848 -0.0267416132232075 0.0267416132232075 2678 3903 3903 1 1
"809" "chrX" 49215448 49215448 0.0267346089499554 0.0267346089499554 10772 17631 17631 1 1
"385" "chr1" 152958102 152958102 0.026730581011302 0.026730581011302 6062 9081 9081 1 1
"1668" "chr1" 168356673 168356673 -0.0267254502920961 0.0267254502920961 6898 10342 10342 1 1
"984" "chrX" 92924956 92924956 0.0267218012959339 0.0267218012959339 11645 20041 20041 1 1
"1741" "chr1" 218520325 218520325 -0.0267206726428049 0.0267206726428049 8270 12290 12290 1 1
"1370" "chr1" 27893886 27893886 -0.0267205968364927 0.0267205968364927 2655 3873 3873 1 1
"1409" "chr1" 36788436 36788436 -0.0267134079714656 0.0267134079714656 3159 4651 4651 1 1
"1686" "chr1" 182361453 182361453 -0.0267044434773726 0.0267044434773726 7252 10852 10852 1 1
"164" "chr1" 17526102 17526102 0.0266949180826075 0.0266949180826075 1920 2798 2798 1 1
"1071" "chrX" 124332875 124332875 0.0266719003879687 0.0266719003879687 12397 22207 22207 1 1
"324" "chr1" 111414364 111414364 0.0266442356730859 0.0266442356730859 5294 7903 7903 1 1
"278" "chr1" 58126625 58126625 0.0266423518910629 0.0266423518910629 4223 6282 6282 1 1
"107" "chr1" 5893532 5893532 0.0266238173830759 0.0266238173830759 940 1445 1445 1 2
"1488" "chr1" 50896246 50896246 -0.0266189017353287 0.0266189017353287 3910 5823 5823 1 1
"1555" "chr1" 94511166 94511166 -0.0266147191651429 0.0266147191651429 4943 7373 7373 1 1
"754" "chrX" 34150583 34150583 0.0266061384241028 0.0266061384241028 10129 15839 15839 1 6
"1302" "chr1" 11716037 11716037 -0.0266018119258464 0.0266018119258464 1520 2236 2236 1 1
"703" "chrX" 11672048 11672048 0.0266016644889614 0.0266016644889614 9622 14418 14418 1 1
"813" "chrX" 49592789 49592789 0.0265980590836109 0.0265980590836109 10788 17653 17653 1 2
"512" "chr1" 183067225 183067225 0.0265699660308955 0.0265699660308955 7286 10900 10900 1 1
"1086" "chrX" 130210534 130210534 0.0265522187177793 0.0265522187177793 12533 22591 22591 1 1
"1441" "chr1" 44016014 44016014 -0.026529182698649 0.026529182698649 3582 5294 5294 1 1
"418" "chr1" 157668115 157668115 0.026528637692957 0.026528637692957 6474 9717 9717 1 1
"587" "chr1" 230527641 230527641 0.0265180606541927 0.0265180606541927 8791 13060 13060 1 1
"742" "chrX" 27481149 27481149 0.0265155648165657 0.0265155648165657 10052 15621 15621 1 7
"241" "chr1" 39265808 39265808 0.026515116699287 0.026515116699287 3287 4843 4843 1 1
"786" "chrX" 37706936 37706936 0.026508211206638 0.026508211206638 10202 16022 16022 1 9
"216" "chr1" 34625206 34625206 0.0265015367889046 0.0265015367889046 3054 4479 4479 1 1
"1453" "chr1" 45987864 45987864 -0.0264936122259288 0.0264936122259288 3717 5520 5520 1 2
"83" "chr1" 4794912 4794912 0.0264798803879505 0.0264798803879505 912 1415 1415 1 1
"82" "chr1" 4784672 4784672 0.0264703597666969 0.0264703597666969 911 1414 1414 1 1
"1019" "chrX" 103268309 103268309 0.0264629673569425 0.0264629673569425 11897 20784 20784 1 14
"238" "chr1" 39175370 39175370 0.0264486683098363 0.0264486683098363 3284 4839 4839 1 1
"1565" "chr1" 110254692 110254692 -0.0264477100829252 0.0264477100829252 5212 7784 7784 1 1
"1506" "chr1" 61509260 61509260 -0.0264459113804443 0.0264459113804443 4290 6376 6376 1 5
"1837" "chrX" 21674815 21674815 -0.0264440621787483 0.0264440621787483 9932 15243 15243 1 4
"277" "chr1" 58063953 58063953 0.0264382006308284 0.0264382006308284 4221 6280 6280 1 1
"1496" "chr1" 54953486 54953486 -0.0264354014813328 0.0264354014813328 4123 6145 6145 1 1
"1436" "chr1" 43534324 43534324 -0.0264331829940898 0.0264331829940898 3547 5233 5233 1 1
"967" "chrX" 84186554 84186554 0.0264307460881799 0.0264307460881799 11598 19923 19923 1 1
"1761" "chr1" 227975007 227975007 -0.0264030161793885 0.0264030161793885 8587 12762 12762 1 6
"370" "chr1" 152659754 152659754 0.0264012978998866 0.0264012978998866 6041 9057 9057 1 1
"1221" "chrY" 13911503 13911503 0.0263982909356818 0.0263982909356818 13601 25370 25370 1 1
"1310" "chr1" 15256054 15256054 -0.0263969820045365 0.0263969820045365 1676 2457 2457 1 2
"382" "chr1" 152879586 152879586 0.0263920515963623 0.0263920515963623 6055 9072 9072 1 1
"689" "chrX" 8432988 8432988 0.0263916634958395 0.0263916634958395 9523 14171 14171 1 2
"1261" "chr1" 3103048 3103048 -0.0263848541415456 0.0263848541415456 671 1037 1037 1 2
"122" "chr1" 7657351 7657351 0.0263799850325605 0.0263799850325605 1159 1755 1755 1 1
"520" "chr1" 204655678 204655678 0.0263755636105582 0.0263755636105582 7776 11590 11590 1 1
"1918" "chrX" 100446736 100446736 -0.0263657421515146 0.0263657421515146 11720 20240 20240 1 5
"887" "chrX" 65259390 65259390 0.0263644771364384 0.0263644771364384 11135 18616 18616 1 1
"155" "chr1" 14504113 14504113 0.0263634831529847 0.0263634831529847 1653 2426 2426 1 1
"730" "chrX" 23348969 23348969 0.0263615268148586 0.0263615268148586 9961 15338 15338 1 1
"1745" "chr1" 221050459 221050459 -0.0263583596113857 0.0263583596113857 8324 12366 12366 1 1
"188" "chr1" 22901398 22901398 0.0263489628144381 0.0263489628144381 2276 3281 3281 1 1
"1813" "chrX" 3630619 3630619 -0.0263440852670471 0.0263440852670471 9471 14053 14053 1 10
"1550" "chr1" 91488275 91488275 -0.0263411021365496 0.0263411021365496 4843 7205 7205 1 5
"1110" "chrX" 136130649 136130649 0.0263345098236016 0.0263345098236016 12754 23266 23266 1 1
"1312" "chr1" 15495100 15495100 -0.0263306628508613 0.0263306628508613 1696 2481 2481 1 1
"737" "chrX" 26210302 26210302 0.0263206805292305 0.0263206805292305 10049 15603 15603 1 7
"647" "chr1" 248200285 248200285 0.0263171918488036 0.0263171918488036 9378 13879 13879 1 1
"1742" "chr1" 220863382 220863382 -0.0263160852422398 0.0263160852422398 8312 12347 12347 1 2
"695" "chrX" 8767451 8767451 0.0263135877851929 0.0263135877851929 9533 14203 14203 1 1
"1490" "chr1" 53098912 53098912 -0.0263104126881403 0.0263104126881403 3986 5954 5954 1 2
"1283" "chr1" 6515580 6515580 -0.0263036281431881 0.0263036281431881 1065 1622 1622 1 1
"146" "chr1" 12894699 12894699 0.0262974949568677 0.0262974949568677 1621 2382 2382 1 1
"93" "chr1" 5159533 5159533 0.0262970379480153 0.0262970379480153 923 1428 1428 1 1
"1802" "chr1" 242687018 242687018 -0.0262897768389825 0.0262897768389825 9140 13548 13548 1 3
"502" "chr1" 181526714 181526714 0.0262722880966418 0.0262722880966418 7232 10827 10827 1 1
"549" "chr1" 216144819 216144819 0.0262703839389264 0.0262703839389264 8230 12233 12233 1 1
"1180" "chrX" 150861519 150861519 0.0262682741343448 0.0262682741343448 13034 23995 23995 1 2
"1137" "chrX" 142122064 142122064 0.0262643085879301 0.0262643085879301 12879 23582 23582 1 1
"286" "chr1" 58716662 58716662 0.0262593490254109 0.0262593490254109 4232 6296 6296 1 6
"344" "chr1" 119463672 119463672 0.0262578050462511 0.0262578050462511 5554 8289 8289 1 1
"920" "chrX" 71128586 71128586 0.0262557236241151 0.0262557236241151 11387 19293 19293 1 1
"779" "chrX" 37364943 37364943 0.0262333820533494 0.0262333820533494 10184 15979 15979 1 4
"488" "chr1" 175403347 175403347 0.0262312312813081 0.0262312312813081 7070 10596 10596 1 1
"1603" "chr1" 147735346 147735346 -0.0262249638255586 0.0262249638255586 5755 8589 8589 1 1
"1877" "chrX" 40033636 40033636 -0.026217911501929 0.026217911501929 10319 16306 16306 1 3
"136" "chr1" 11476001 11476001 0.0262164871562018 0.0262164871562018 1505 2216 2216 1 1
"721" "chrX" 17874725 17874725 0.0262100877186956 0.0262100877186956 9827 14980 14980 1 1
"632" "chr1" 247612701 247612701 0.0262006309663525 0.0262006309663525 9349 13835 13835 1 1
"1463" "chr1" 47691845 47691845 -0.0261977366235922 0.0261977366235922 3823 5684 5684 1 5
"858" "chrX" 55246977 55246977 0.0261837795915997 0.0261837795915997 11019 18290 18290 1 6
"319" "chr1" 111061851 111061851 0.0261666727385765 0.0261666727385765 5277 7876 7876 1 1
"197" "chr1" 23181832 23181832 0.0261615662689947 0.0261615662689947 2309 3323 3323 1 1
"144" "chr1" 12888853 12888853 0.0261479910243819 0.0261479910243819 1618 2379 2379 1 1
"883" "chrX" 65043187 65043187 0.0261449064685128 0.0261449064685128 11131 18610 18610 1 1
"1281" "chr1" 6480594 6480594 -0.0261436369993238 0.0261436369993238 1052 1603 1603 1 5
"168" "chr1" 18432960 18432960 0.0261398183645456 0.0261398183645456 1976 2868 2868 1 2
"192" "chr1" 23038925 23038925 0.0261340567776985 0.0261340567776985 2300 3313 3313 1 1
"921" "chrX" 71135662 71135662 0.0260942183188029 0.0260942183188029 11389 19301 19301 1 1
"599" "chr1" 235612115 235612115 0.0260939132494325 0.0260939132494325 8977 13317 13317 1 1
"71" "chr1" 4468089 4468089 0.0260870307519135 0.0260870307519135 894 1396 1396 1 1
"958" "chrX" 77584550 77584550 0.0260719747764478 0.0260719747764478 11545 19777 19777 1 1
"203" "chr1" 29802252 29802252 0.0260645243153177 0.0260645243153177 2788 4093 4093 1 1
"937" "chrX" 73323124 73323124 0.0260569522913344 0.0260569522913344 11464 19507 19507 1 1
"855" "chrX" 55116521 55116521 0.0260506866000424 0.0260506866000424 11014 18267 18267 1 1
"1305" "chr1" 12600225 12600225 -0.0260502307627764 0.0260502307627764 1600 2352 2352 1 3
"280" "chr1" 58331989 58331989 0.0260371310885728 0.0260371310885728 4225 6284 6284 1 1
"884" "chrX" 65237413 65237413 0.0260217740543073 0.0260217740543073 11132 18611 18611 1 1
"1654" "chr1" 161068715 161068715 -0.0260138093780556 0.0260138093780556 6644 9954 9954 1 3
"972" "chrX" 84581306 84581306 0.0259984652148104 0.0259984652148104 11610 19961 19961 1 1
"1760" "chr1" 226844154 226844154 -0.0259830751807678 0.0259830751807678 8529 12677 12677 1 1
"1082" "chrX" 128980908 128980908 0.0259775120901472 0.0259775120901472 12448 22361 22361 1 1
"243" "chr1" 40203513 40203513 0.0259727885843799 0.0259727885843799 3341 4922 4922 1 3
"801" "chrX" 48395055 48395055 0.0259644139351563 0.0259644139351563 10622 17126 17126 1 1
"827" "chrX" 51149400 51149400 0.0259596765361591 0.0259596765361591 10846 17816 17816 1 9
"130" "chr1" 9098035 9098035 0.0259537537570316 0.0259537537570316 1274 1907 1907 1 1
"1157" "chrX" 146342079 146342079 0.0259425114262115 0.0259425114262115 12920 23685 23685 1 1
"1551" "chr1" 92117004 92117004 -0.0259369538208277 0.0259369538208277 4859 7237 7237 1 1
"1374" "chr1" 28853697 28853697 -0.0259354022362529 0.0259354022362529 2720 3988 3988 1 1
"447" "chr1" 159423044 159423044 0.0259342172578469 0.0259342172578469 6539 9795 9795 1 1
"1646" "chr1" 156893349 156893349 -0.0259317576476066 0.0259317576476066 6442 9683 9683 1 1
"366" "chr1" 152636834 152636834 0.0259117304897254 0.0259117304897254 6037 9053 9053 1 1
"1367" "chr1" 27831295 27831295 -0.0259053977100015 0.0259053977100015 2644 3859 3859 1 1
"1390" "chr1" 32714023 32714023 -0.0258918700957449 0.0258918700957449 2924 4289 4289 1 1
"465" "chr1" 164758770 164758770 0.0258870289164665 0.0258870289164665 6776 10157 10157 1 1
"1158" "chrX" 146343575 146343575 0.0258828884207198 0.0258828884207198 12922 23687 23687 1 1
"740" "chrX" 26575905 26575905 0.0258826097930271 0.0258826097930271 10051 15612 15612 1 10
"537" "chr1" 208962374 208962374 0.0258636573913037 0.0258636573913037 7989 11902 11902 1 1
"643" "chr1" 247877066 247877066 0.0258504314171496 0.0258504314171496 9365 13862 13862 1 1
"439" "chr1" 158725300 158725300 0.0258500705921699 0.0258500705921699 6522 9772 9772 1 1
"1347" "chr1" 23751208 23751208 -0.0258448382958547 0.0258448382958547 2334 3366 3366 1 2
"1956" "chrX" 119150375 119150375 -0.0258409917108434 0.0258409917108434 12316 21977 21977 1 9
"1696" "chr1" 197881353 197881353 -0.0258343383549102 0.0258343383549102 7452 11120 11120 1 1
"591" "chr1" 232345923 232345923 0.0258301682301952 0.0258301682301952 8860 13157 13157 1 1
"1494" "chr1" 53935918 53935918 -0.0258215104781704 0.0258215104781704 4051 6049 6049 1 1
"1366" "chr1" 27729801 27729801 -0.0258156587740708 0.0258156587740708 2640 3853 3853 1 1
"631" "chr1" 247587378 247587378 0.0258119019151393 0.0258119019151393 9347 13833 13833 1 2
"211" "chr1" 34014214 34014214 0.0258069221738258 0.0258069221738258 3042 4466 4466 1 1
"869" "chrX" 63263531 63263531 0.0258028241739821 0.0258028241739821 11086 18488 18488 1 5
"17" "chr1" 2556817 2556817 0.0257841636222964 0.0257841636222964 553 852 852 1 1
"964" "chrX" 80258877 80258877 0.0257820471777166 0.0257820471777166 11582 19854 19854 1 5
"336" "chr1" 115770664 115770664 0.0257813263531085 0.0257813263531085 5445 8138 8138 1 1
"1782" "chr1" 231156359 231156359 -0.0257794523281871 0.0257794523281871 8815 13102 13102 1 5
"1272" "chr1" 6088550 6088550 -0.0257781401020944 0.0257781401020944 971 1494 1494 1 1
"1485" "chr1" 50890678 50890678 -0.0257649324295015 0.0257649324295015 3908 5819 5819 1 2
"1068" "chrX" 119379337 119379337 0.0257468958867392 0.0257468958867392 12326 22003 22003 1 10
"132" "chr1" 10720466 10720466 0.0257334602810761 0.0257334602810761 1432 2120 2120 1 5
"383" "chr1" 152881119 152881119 0.0256913796353304 0.0256913796353304 6056 9073 9073 1 1
"1260" "chr1" 2990064 2990064 -0.0256795448996822 0.0256795448996822 635 976 976 1 1
"848" "chrX" 54946801 54946801 0.0256726509624743 0.0256726509624743 10997 18215 18215 1 1
"1186" "chrX" 151128776 151128776 0.0256707929147342 0.0256707929147342 13054 24034 24034 1 3
"906" "chrX" 69269792 69269792 0.0256664107535322 0.0256664107535322 11241 18898 18898 1 3
"1998" "chrX" 153149322 153149322 -0.0256632151923436 0.0256632151923436 13279 24586 24586 1 1
"479" "chr1" 167093800 167093800 0.025661174627448 0.025661174627448 6846 10259 10259 1 1
"1076" "chrX" 125295590 125295590 0.0256577539738001 0.0256577539738001 12404 22235 22235 1 1
"1376" "chr1" 29448425 29448425 -0.0256319720448021 0.0256319720448021 2762 4055 4055 1 1
"852" "chrX" 55100096 55100096 0.0256172535970212 0.0256172535970212 11009 18246 18246 1 1
"443" "chr1" 159140445 159140445 0.0256153255230029 0.0256153255230029 6531 9783 9783 1 1
"1089" "chrX" 130407545 130407545 0.0256125124442907 0.0256125124442907 12539 22603 22603 1 1
"1896" "chrX" 53120583 53120583 -0.0256009620387992 0.0256009620387992 10915 17978 17978 1 1
"251" "chr1" 47263713 47263713 0.0255915798037354 0.0255915798037354 3812 5666 5666 1 1
"291" "chr1" 73364736 73364736 0.0255799377861566 0.0255799377861566 4540 6741 6741 1 1
"735" "chrX" 26158385 26158385 0.0255783013934231 0.0255783013934231 10047 15601 15601 1 1
"1979" "chrX" 134556505 134556505 -0.0255357682784998 0.0255357682784998 12668 23011 23011 1 2
"1378" "chr1" 29450569 29450569 -0.0255308158018297 0.0255308158018297 2764 4058 4058 1 1
"1340" "chr1" 21044691 21044691 -0.0255185272089663 0.0255185272089663 2155 3123 3123 1 5
"539" "chr1" 209403378 209403378 0.0255075819982192 0.0255075819982192 7992 11905 11905 1 1
"1107" "chrX" 136110846 136110846 0.0254926113247675 0.0254926113247675 12749 23242 23242 1 1
"1940" "chrX" 114141866 114141866 -0.0254707158771816 0.0254707158771816 12145 21471 21471 1 3
"833" "chrX" 52003656 52003656 0.0254698217321742 0.0254698217321742 10871 17877 17877 1 1
"1102" "chrX" 134974732 134974732 0.0254635406791736 0.0254635406791736 12689 23059 23059 1 2
"1953" "chrX" 119134082 119134082 -0.0254586952790712 0.0254586952790712 12312 21960 21960 1 10
"966" "chrX" 83005086 83005086 0.0254574513559659 0.0254574513559659 11593 19896 19896 1 2
"849" "chrX" 55021626 55021626 0.0254566365925765 0.0254566365925765 11003 18227 18227 1 4
"805" "chrX" 49159887 49159887 0.025456060914846 0.025456060914846 10765 17619 17619 1 6
"44" "chr1" 3077798 3077798 0.0254548899956736 0.0254548899956736 660 1015 1015 1 3
"592" "chr1" 233390249 233390249 0.0254468329782293 0.0254468329782293 8895 13203 13203 1 1
"1642" "chr1" 156815187 156815187 -0.0254429739366012 0.0254429739366012 6423 9651 9651 1 1
"1109" "chrX" 136118853 136118853 0.025428014120932 0.025428014120932 12753 23265 23265 1 1
"1592" "chr1" 119870478 119870478 -0.0253573030845532 0.0253573030845532 5574 8326 8326 1 1
"1093" "chrX" 134302207 134302207 0.0253500646447509 0.0253500646447509 12654 22964 22964 1 1
"598" "chr1" 235290283 235290283 0.0253237547731734 0.0253237547731734 8963 13294 13294 1 1
"823" "chrX" 51136134 51136134 0.0253234208489151 0.0253234208489151 10840 17804 17804 1 1
"945" "chrX" 74962543 74962543 0.0253139251010776 0.0253139251010776 11504 19636 19636 1 5
"1452" "chr1" 45955733 45955733 -0.0253134818799077 0.0253134818799077 3709 5501 5501 1 3
"1600" "chr1" 146649842 146649842 -0.0253103964320544 0.0253103964320544 5724 8548 8548 1 2
"137" "chr1" 11500078 11500078 0.0253053413482287 0.0253053413482287 1506 2217 2217 1 1
"732" "chrX" 24691232 24691232 0.0252936870865759 0.0252936870865759 10019 15510 15510 1 7
"854" "chrX" 55102690 55102690 0.0252868707530899 0.0252868707530899 11011 18257 18257 1 1
"1232" "chr1" 976168 976168 -0.025285079988322 0.025285079988322 67 109 109 1 1
"1011" "chrX" 102321426 102321426 0.0252821830432284 0.0252821830432284 11824 20573 20573 1 1
"614" "chr1" 240855271 240855271 0.0252809596894965 0.0252809596894965 9106 13504 13504 1 1
"819" "chrX" 50094756 50094756 0.0252777936794439 0.0252777936794439 10820 17737 17737 1 1
"1105" "chrX" 135568677 135568677 0.0252760276517904 0.0252760276517904 12718 23148 23148 1 1
"1182" "chrX" 150869710 150869710 0.0252667233331179 0.0252667233331179 13039 24010 24010 1 1
"1210" "chrX" 152583836 152583836 0.0252602279910441 0.0252602279910441 13146 24226 24226 1 2
"1784" "chr1" 231761721 231761721 -0.0252538277939249 0.0252538277939249 8850 13145 13145 1 1
"358" "chr1" 151778404 151778404 0.0252507029469009 0.0252507029469009 5994 8989 8989 1 1
"980" "chrX" 88002487 88002487 0.0252346764403901 0.0252346764403901 11624 20007 20007 1 6
"1328" "chr1" 17287670 17287670 -0.0252314324856269 0.0252314324856269 1895 2765 2765 1 1
"170" "chr1" 18694737 18694737 0.0252219092438979 0.0252219092438979 1987 2880 2880 1 1
"1991" "chrX" 151806811 151806811 -0.0252176678631474 0.0252176678631474 13081 24096 24096 1 12
"528" "chr1" 206135024 206135024 0.025212243909694 0.025212243909694 7879 11749 11749 1 1
"1539" "chr1" 91182534 91182534 -0.0252057375161626 0.0252057375161626 4823 7169 7169 1 4
"495" "chr1" 179546285 179546285 0.02519648488472 0.02519648488472 7151 10709 10709 1 1
"1944" "chrX" 114884097 114884097 -0.0251926807366767 0.0251926807366767 12167 21538 21538 1 1
"692" "chrX" 8695267 8695267 0.0251674047963142 0.0251674047963142 9526 14175 14175 1 1
"352" "chr1" 149069731 149069731 0.0251641134355188 0.0251641134355188 5797 8648 8648 1 1
"922" "chrX" 71352617 71352617 0.0251632398541614 0.0251632398541614 11402 19328 19328 1 1
"515" "chr1" 201344793 201344793 0.025156090302456 0.025156090302456 7554 11258 11258 1 1
"1171" "chrX" 149009913 149009913 0.025151335647314 0.025151335647314 12968 23811 23811 1 6
"1266" "chr1" 3649574 3649574 -0.0251441346314055 0.0251441346314055 843 1317 1317 1 2
"533" "chr1" 208523382 208523382 0.025143790814429 0.025143790814429 7984 11897 11897 1 1
"1771" "chr1" 228657627 228657627 -0.0251416365880318 0.0251416365880318 8698 12938 12938 1 1
"1789" "chr1" 234669825 234669825 -0.0251412570690474 0.0251412570690474 8935 13255 13255 1 1
"1775" "chr1" 229543112 229543112 -0.025139088319881 0.025139088319881 8737 12985 12985 1 4
"200" "chr1" 26746799 26746799 0.0251341689632306 0.0251341689632306 2553 3715 3715 1 1
"1278" "chr1" 6316858 6316858 -0.0251272372992532 0.0251272372992532 1028 1567 1567 1 1
"1791" "chr1" 235099151 235099151 -0.0251216349448686 0.0251216349448686 8956 13284 13284 1 2
"1066" "chrX" 119209701 119209701 0.025117681955328 0.025117681955328 12319 21981 21981 1 1
"1029" "chrX" 103809062 103809062 0.0250992846147554 0.0250992846147554 11924 20870 20870 1 1
"230" "chr1" 38680057 38680057 0.0250976823421642 0.0250976823421642 3266 4815 4815 1 1
"1966" "chrX" 129093798 129093798 -0.0250881035410448 0.0250881035410448 12470 22406 22406 1 1
"1213" "chrX" 153284103 153284103 0.0250793878283223 0.0250793878283223 13319 24698 24698 1 2
"1028" "chrX" 103495623 103495623 0.0250658522227339 0.0250658522227339 11919 20846 20846 1 1
"1937" "chrX" 110339005 110339005 -0.0250633868223135 0.0250633868223135 12080 21325 21325 1 10
"1821" "chrX" 9733868 9733868 -0.0250604356217911 0.0250604356217911 9551 14253 14253 1 9
"1385" "chr1" 32220996 32220996 -0.0250527670977175 0.0250527670977175 2876 4210 4210 1 1
"803" "chrX" 48541820 48541820 0.0250496795171796 0.0250496795171796 10637 17191 17191 1 8
"401" "chr1" 153329882 153329882 0.0250378032189186 0.0250378032189186 6085 9112 9112 1 4
"264" "chr1" 53040491 53040491 0.0250353732291445 0.0250353732291445 3979 5947 5947 1 1
"1833" "chrX" 15364248 15364248 -0.0250269217623539 0.0250269217623539 9734 14704 14704 1 1
"994" "chrX" 101094428 101094428 0.0250260530845708 0.0250260530845708 11765 20402 20402 1 1
"554" "chr1" 218334134 218334134 0.0250254997436789 0.0250254997436789 8261 12278 12278 1 1
"1121" "chrX" 138769193 138769193 0.0250036084836842 0.0250036084836842 12813 23412 23412 1 1
"1707" "chr1" 200007623 200007623 -0.0249902788479065 0.0249902788479065 7486 11161 11161 1 2
"1774" "chr1" 229406520 229406520 -0.0249837215632213 0.0249837215632213 8728 12971 12971 1 4
"807" "chrX" 49178100 49178100 0.0249765948716634 0.0249765948716634 10767 17626 17626 1 2
"919" "chrX" 71093852 71093852 0.0249717644278003 0.0249717644278003 11385 19291 19291 1 1
"1188" "chrX" 151286380 151286380 0.0249653466060692 0.0249653466060692 13062 24052 24052 1 6
"1629" "chr1" 155043322 155043322 -0.0249607969082669 0.0249607969082669 6239 9343 9343 1 1
"1143" "chrX" 142795088 142795088 0.0249195182122197 0.0249195182122197 12886 23608 23608 1 2
"1479" "chr1" 50881219 50881219 -0.0249127470422175 0.0249127470422175 3901 5805 5805 1 2
"868" "chrX" 63006802 63006802 0.0249120266063819 0.0249120266063819 11085 18486 18486 1 4
"129" "chr1" 9097422 9097422 0.0249108505249995 0.0249108505249995 1273 1906 1906 1 1
"924" "chrX" 71363658 71363658 0.0249102656839495 0.0249102656839495 11404 19333 19333 1 7
"711" "chrX" 12886121 12886121 0.0249097528725779 0.0249097528725779 9652 14500 14500 1 1
"231" "chr1" 38687850 38687850 0.0248843310594263 0.0248843310594263 3267 4816 4816 1 1
"284" "chr1" 58520532 58520532 0.024877660482521 0.024877660482521 4229 6288 6288 1 1
"1253" "chr1" 2461278 2461278 -0.0248703082793236 0.0248703082793236 530 816 816 1 1
"749" "chrX" 31089692 31089692 0.0248492984061436 0.0248492984061436 10103 15767 15767 1 11
"1535" "chr1" 87615654 87615654 -0.0248392315282777 0.0248392315282777 4755 7072 7072 1 1
"1857" "chrX" 39679986 39679986 -0.0248378862049304 0.0248378862049304 10257 16153 16153 1 2
"10" "chr1" 2410006 2410006 0.0248283024254172 0.0248283024254172 502 778 778 1 1
"912" "chrX" 69455617 69455617 0.0248269814240305 0.0248269814240305 11254 18941 18941 1 1
"1529" "chr1" 79472361 79472361 -0.0248115845827021 0.0248115845827021 4630 6883 6883 1 3
"1225" "chrY" 22681436 22681436 0.0248051247475976 0.0248051247475976 13678 25536 25536 1 1
"764" "chrX" 35937617 35937617 0.0248038155064569 0.0248038155064569 10149 15894 15894 1 10
"1410" "chr1" 37500790 37500790 -0.0247909608491713 0.0247909608491713 3189 4695 4695 1 1
"678" "chrX" 6055110 6055110 0.0247773280134717 0.0247773280134717 9495 14095 14095 1 1
"907" "chrX" 69280221 69280221 0.0247765916118071 0.0247765916118071 11242 18901 18901 1 1
"1478" "chr1" 50513749 50513749 -0.0247728736891113 0.0247728736891113 3894 5792 5792 1 5
"1432" "chr1" 43429380 43429380 -0.0247373344298157 0.0247373344298157 3538 5223 5223 1 1
"1462" "chr1" 47691550 47691550 -0.024735455062002 0.024735455062002 3823 5682 5682 1 5
"1183" "chrX" 150913340 150913340 0.0247336217974379 0.0247336217974379 13047 24021 24021 1 1
"1514" "chr1" 65991461 65991461 -0.0247332304587598 0.0247332304587598 4427 6567 6567 1 3
"1848" "chrX" 25037584 25037584 -0.0247253209525549 0.0247253209525549 10039 15584 15584 1 1
"1567" "chr1" 110612044 110612044 -0.0247250319857283 0.0247250319857283 5233 7818 7818 1 2
"642" "chr1" 247805255 247805255 0.0247105333763373 0.0247105333763373 9364 13861 13861 1 1
"1338" "chr1" 20799799 20799799 -0.0246953371524205 0.0246953371524205 2123 3074 3074 1 2
"1786" "chr1" 232514215 232514215 -0.0246895010360023 0.0246895010360023 8862 13159 13159 1 1
"593" "chr1" 233765350 233765350 0.024677684506098 0.024677684506098 8911 13220 13220 1 1
"1798" "chr1" 240161447 240161447 -0.0246747916950089 0.0246747916950089 9079 13468 13468 1 2
"126" "chr1" 8173451 8173451 0.0246657099309181 0.0246657099309181 1206 1813 1813 1 1
"1855" "chrX" 38661483 38661483 -0.0246579495918491 0.0246579495918491 10235 16109 16109 1 1
"173" "chr1" 18931477 18931477 0.02459608790333 0.02459608790333 1995 2890 2890 1 1
"683" "chrX" 7811760 7811760 0.0245954734146046 0.0245954734146046 9514 14144 14144 1 1
"1888" "chrX" 48794377 48794377 -0.0245953972746381 0.0245953972746381 10681 17346 17346 1 1
"1500" "chr1" 56943111 56943111 -0.0245913646700632 0.0245913646700632 4196 6244 6244 1 2
